time,TP9,AF7,AF8,TP10,AUX
1656239072056.75,-55.17578125,-129.8828125,30.2734375,-55.17578125,78.125
1656239072060.6562,-70.80078125,-129.39453125,126.46484375,-42.96875,-108.88671875
1656239072064.5625,-84.47265625,-146.97265625,-145.5078125,-31.73828125,48.33984375
1656239072068.4688,-74.70703125,-138.18359375,-140.625,-49.8046875,157.2265625
1656239072072.375,-66.40625,-129.8828125,120.60546875,-56.15234375,-21.97265625
1656239072076.2812,-73.73046875,-142.578125,73.2421875,-61.03515625,-24.90234375
1656239072080.1875,-68.359375,-157.2265625,-96.19140625,-56.640625,136.71875
1656239072084.0938,-60.05859375,-159.1796875,-209.47265625,-42.48046875,327.1484375
1656239072088,-43.9453125,-142.578125,139.16015625,-48.828125,76.66015625
1656239072091.9062,-34.1796875,-148.92578125,253.90625,-46.875,-169.921875
1656239072095.8125,-43.9453125,-163.0859375,34.66796875,-35.15625,-65.4296875
1656239072099.7188,-27.34375,-152.34375,47.8515625,-32.2265625,14.6484375
1656239072103.625,-33.69140625,-144.53125,82.03125,-29.296875,-9.27734375
1656239072107.5312,-41.015625,-153.80859375,21.484375,-33.69140625,-47.36328125
1656239072111.4375,-26.3671875,-159.66796875,-34.1796875,-29.296875,-21.484375
1656239072115.3438,-40.0390625,-149.4140625,54.19921875,-18.06640625,-3.90625
1656239072119.25,-50.29296875,-155.2734375,55.17578125,-22.4609375,-33.203125
1656239072123.1562,-37.109375,-166.50390625,-62.01171875,-18.5546875,29.296875
1656239072127.0625,-25.390625,-169.921875,-140.13671875,-30.76171875,177.24609375
1656239072130.9688,-21.97265625,-153.3203125,-3.41796875,-35.64453125,99.12109375
1656239072134.875,-31.25,-133.7890625,228.02734375,-12.20703125,-55.17578125
1656239072138.7812,-23.92578125,-145.5078125,104.4921875,0.48828125,-27.34375
1656239072142.6875,-6.34765625,-155.2734375,-152.83203125,-21.97265625,126.953125
1656239072146.5938,-18.06640625,-146.484375,28.80859375,-36.62109375,87.890625
1656239072150.5,-25.87890625,-150.87890625,174.8046875,-40.0390625,-79.1015625
1656239072154.4062,-28.3203125,-156.25,67.3828125,-34.66796875,-109.86328125
1656239072158.3125,-31.25,-159.66796875,-269.04296875,-23.92578125,235.83984375
1656239072162.2188,-27.34375,-137.20703125,-43.45703125,-14.6484375,302.24609375
1656239072166.125,-30.76171875,-129.8828125,297.8515625,-15.625,-20.5078125
1656239072170.0312,-23.4375,-145.99609375,63.4765625,-31.25,66.40625
1656239072173.9375,-17.08984375,-139.6484375,62.98828125,-24.90234375,97.65625
1656239072177.8438,-33.203125,-137.20703125,149.90234375,-21.97265625,-62.5
1656239072181.75,-35.64453125,-144.53125,69.3359375,-22.94921875,-74.70703125
1656239072185.6562,-28.80859375,-152.34375,-6.8359375,-25.390625,24.90234375
1656239072189.5625,-24.4140625,-155.2734375,-176.7578125,-15.625,276.85546875
1656239072193.4688,-23.4375,-124.0234375,201.66015625,-10.25390625,137.6953125
1656239072197.375,-20.01953125,-123.53515625,330.56640625,-19.53125,-91.796875
1656239072201.2812,-14.16015625,-140.625,20.5078125,-20.99609375,-55.6640625
1656239072205.1875,-17.578125,-137.20703125,79.1015625,-17.578125,-68.84765625
